id_localidad;tipo_propiedad;nombre_conjunto;direccion
1;Edificio;SANTA MONICA;AV9#143-27
18;Edificio;CENTENARIO XXV;KR25#24-60SUR
18;Multifamiliar;TIZIANO;CL32SUR#26D-55
13;Edificio;LUCENA;AK50#60-18ED
11;Conjunto Residencial;RESERVA DE TIBABUYES;CL143#118-15
11;Edificio;CASALMORANO;TV46#146A-40
15;Edificio;VIVIENDA MULTIFAMILIAR NO VIS OLMOS;KR13#5-53SURGJ15GS11PT1
2;Edificio;JVIV;KR19#84-41
2;Edificio;TORRE DEL CERRO;TV4#43-09
10;Edificio Multifamiliar;SANTA LUCIA;KR82#76A-36
1;Edificio;AYAMONTE;CL151#9-17
1;Edificio;MARIJAL III;TV14A#119-39
2;Edificio;SAIN MICHEL;KR3#93-14
19;Conjunto Multifamiliar;PORTAL DE BALMORAL PH;KR71#58-50SUR
2;Edificio;CALLE 86 SIMONNE;KR19A#86A-09
2;Edificio;EL TREBOL;KR19B#86A-31
2;Edificio;GALES;CL90#13-23
10;Conjunto Residencial;JABOQUE RESERVADO;KR127#65A-60
7;Copropiedad;CIUDADELA LA LIBERTAD I ETAPA;KR88C#67-39SUR
13;Edificio;EDIFICIO PARADISE;CL58A#35A-58
2;Edificio;K6;KR9#96-49
12;Edificio Multifamiliar;VIZCAYA;KR65A#94A-06
11;Edificio;E HOUSE 126;CL126#48-07
2;Edificio;1991;KR19#91-54
2;Edificio;GRANADA 65;CL65#5-27
4;Agrupación de Vivienda;SEDEROS DE LA EQUIDAD;DG7ASUR#0-57ESTE
12;Edificio;LA RUEDA;KR1#71-15
1;Agrupación de Vivienda;BOSQUES DEL MARQUES III ETAPA;CL138Bis#6-15
16;Agrupación;UNO DE LA URBANIZACION RINCON DE SAN EUSEBIO;KR52#19SUR-40
9;Edificio;BELINI;KR96H#23G-31
2;Edificio;MULTIFAMILIAR AGORA;CL98#21-11
3;Copropiedad;EDIFICIO  SAN NICOLAS - PROPIEDAD HORIZONTAL;CL22#4-75AD
16;Conjunto;OPORTO CLUB RESIDENCIAL;AC3#36-80
2;Edificio;VERTICE 87;CL87#19C-71
1;Edificio;PROYECTA 122;KR23#122-53
1;Edificio;PABON Y CIA;KR7B#127A-09
1;Edificio;PARQUE 118;CL118#22-15
11;Conjunto Residencial;CASAS DEL PRADO;CL168#65-50
2;Edificio;LA UNION;KR11A#97-26
11;Edificio;EL OLIVAR;CL106B#40A-25
2;Edificio;CRYSTAL;CL93Bis#19-50
11;Urbanización;FONTANAR DEL RÍO A-1, ETAPA VI, URBANIZACIÓN CAMINOS DE ESPERANZA ETAPA IV SUPERLOTE 3;DG150#141A-81
1;Edificios Multifamiliares;TORRES DE KANNA II;KR14B#118-58
2;Edificio;CALLE 96;CL96#8A-45
13;Edificio;CENTRO URBANO;KR37#22-2832
1;Edificio;BALCONES 144;CL144#23-26
1;Edificio;RODOS I;CL118#18-52
1;Edificio;CONCEPTO 137 ALCALA;KR23#137-48EDEDED
2;Edificio;PARQUE DEL VIRREY;KR19A#88-37
1;Edificio;EXCALIBUR I;AV9#127C-19
10;Conjunto Residencial;MOLINOS DEL VIENTO II ETAPA;KR103A#78B-15
11;Edificio;GRANO DE ORO;KR53#102A-48
2;Edificio;ALCAPARROS 90;AK20#88-90
1;Edificio;CERVANTES V;CL106A#18B-60
13;Edificio;PALERMO PLAZA;TV16Bis#46-47
2;Edificio;ISSOS 96 ECO APARTMENTS;KR8#96-60
1;Edificio;INDIVA 106;CL106#23-16
2;Edificio;BALCON DE LA CAÑADA;CL70A#1-64
2;Edificio;GIBRALTAR;CL72#13-49
1;Edificio;RESIDENCIAS BELLA SUIZA;KR7D#127-18
1;Edificio;MEDITERRANEO;CL104#19A-80
10;Conjunto;MULTIFAMILIAR CRISTALES DE MURANO PH;CL64D#113B-35
14;Edificio;GALMON;AC19#17-07
2;Edificio;MUTTUO 77;CL77#12A-11
18;Conjunto Cerrado;TERRAZAS DE MOLINOS;CL49BSUR#11B-23
2;Edificio;CHAPINERO;CL56#7-53
1;Edificio;BELLA SUIZA 2000 PROPIEDAD HORIZONTAL;KR8#127C-89
1;Edificio;CAPRI 148;KR13A#148-71
16;Conjunto de Vivienda;CONJUNTO MAZZARO;CL4ABis#34A-85
2;Edificio;CHICÓ 95;CL95#21-53
2;Edificio;PARQUE 94;KR16#94-14
18;Edificio;VICTORIA PLACE;CL35ASUR#26-74
1;Edificio;PLUSCENTROUNO;AV15#119-78
1;Conjunto Residencial;ANDALUCIA REAL;CL181C#9-30
2;Edificio;BALCONES DE ALCALA;DG72#1-16
17;Edificio;LERNER;AVJIMENEZ4-03
1;Edificio;ZANZIBAR;DG109#4-28
11;Agrupación de Vivienda Multifamiliar;JAVID;KR53#103B-52
11;Agrupación de Vivienda;EL PUEBLITO;KR71#179-66
3;Edificio;EDIFICIO  BARAYA;CL21#8-35
2;Edificio;PARQUE 96;KR12#96-81
5;Conjunto Residencial;BULEVAR DEL PORTAL PROPIEDAD HORIZONTAL;KR10#59-89SUR
1;Edificio;DOMUS;KR19A#106A-42
14;Edificio Multifamiliar;ALTOS DE SANTA ISABEL;CL1C#25-04
1;Edificio Multifamiliar;TERRAZAS DE CAPRI;KR13C#149A-50
16;Conjunto Residencial;CALLEJA DE LAS AMERICAS;KR53F#4A-40
10;Edificio;TORREDON 5;CL71Bis#91-72
1;Edificio;EDIFICIO HACIENDA SANTA TERESA;KR8F#165-45
11;Edificio;CASA MAGENTA;KR53#104B-67
1;Edificio;LA CAROLINA;KR13A#127B-95
2;Edificio;ALGARROBOS;CL56#5-22
16;Edificio;MARIA LUISA;CL103#36-53
9;Conjunto Residencial;LA ISLA;KR77#20-20
1;Edificio;ARANJUEZ;CL108A#20A-61
11;Edificio;ESTORIL 100;KR48#100-17
1;Conjunto Residencial;RESERVA DE BELLA SUIZA;KR7D#127C-86
1;Edificio;APOTEMA II;CL126#11B-90
11;Copropiedad;LOS GIRASOLES CONJUNTO CAMPESTRE;KR104#235B-2084
1;Edificio;CALLE 128 A;CL128A#18-25AD
16;Copropiedad;VIVIENDA MULTIFAMILIAR ARANDA 55;KR55#17A-14
11;Agrupación Residencial;ALCALA CONJUNTO B;KR37#133A-14
11;Edificio;MARDEL II;CL129#56C-39
11;Edificio;CIPRES DE PASADENA;KR53#107-35
12;Edificio;OSMA VIVIENDA MULTIFAMILIAR;KR54#70A-50
1;Edificio Multifamiliar;TORRES DE COROMORO;KR7C#123-81
2;Edificio;CHKW;CL97A#8A-21
1;Edificio;PINAR DE NAVARRA;KR23#103-16
13;Edificio;LOPEZ;KR38A#57-46
11;Conjunto Residencial;LA GIRALDA  PH;KR55A#167C-08
1;Edificio;EDIFICIO LA CARTUJA DE PARMA;KR16B#164-26
1;Edificio;ALPADI 1;KR11#118-31
3;Conjunto Residencial;SAN DIEGO 3;CL30A#1-26
11;Edificio;GAIA I;CL122#51-07
1;Edificio;PARGU 4;KR21#159-27
13;Edificio;ARIZA PH;CL49A#16-31
13;Edificio;MAYARIZ;CL55#35-37
2;Edificio;BOSQUE DE BOLONIA;CL95#21-52
7;Proyecto;CAMINOS DEL PORVENIR VI;KR100#55A-15SUR
12;Edificio;CASTILLA;CL95#48-40
10;Edificio;LAKE ESMERALDA  PH;CL75A#72-63
14;Edificio;UNIKO MACARENA;AK27#3-34
3;Edificio;LUCENA BONILLA;KR10#14-20
1;Edificio;CORAL VILLAGE;CL123#11-33
11;Agrupación de Vivienda;PORTALES DEL NORTE 3 MANZANA 6;CL167#58B-76
1;Edificio;BH USAQUEN;CL120A#7-05
9;Conjunto Residencial;URBANA PARK;CL17#81A-07
9;Edificio;L BARON;CL20C#97-57
1;Edificio;SANTANDER;CL144#9-67
11;Conjunto;OIKOS PANORAMA;KR78A#128A-10
1;Edificio Residencial;EDIFICIO MIRADOR BOSQUE DE PINOS;KR7#144-51AD
1;Edificio;EBANO 103;KR18A#103-88
13;Edificio;FLORES DE LA TORRE;KR22#34-50
2;Edificio;USACA;TV18A#97-46ED1
13;Edificio;NUEVA ESPERANZA JOB  PH;KR44A#22A-82
11;Conjunto Residencial;ARBORETO;CL128B#78-90
1;Agrupación de Vivienda;EDIFICIO SANTA CLARA;KR12#114-65
1;Edificio;SOMOLOP;KR11A#119-11
1;Edificio;VITA 144;CL144#19A-09
2;Edificio;CHICO AVENIDA 88;CL88#9-30
13;Edificio Multifamiliar;DISAY;CL59#38A-20
10;Edificio Multifamiliar;LEON IV;CL71A#75-52
2;Edificio;MARLY 49;CL49#9-53
1;Edificio;PORTON DEL CERRO;TV1A#114-70
2;Edificio;SANGREGADO;KR8#90-78
2;Edificio;SALAMANCA;CL100#13-20
11;Edificio Multifamiliar;PORTOBELHO II;TV35#122-60
11;Agrupación;EL LAUREL;CL238#55-50
2;Edificio;ROSALES;KR2#76A-48
1;Edificio;ALPES SUIZOS;KR7B#127B-38
1;Edificio;PINAR DE LOS CERROS;CL146#7B-87
1;Edificio;BARNA;KR14A#127A-59
11;Conjunto;SAN MIGUEL;TV64#175-61
2;Edificio;HUNZA;KR19#85-11
1;Edificio Multifamiliar;JUMACA II;AK15#141-09
2;Edificio;CALLE 90 HYDRA;KR19#89-21
19;Conjunto Residencial;BELLAVISTA 2;KR70D#65-60SUR
1;Edificio;EL CORAL;CL103A#17-35
11;Agrupación de Vivienda Multifamiliar;JOSANVAD II;CL105A#40-61
13;Edificio;BAQUERO;KR24#52-10
11;Agrupación de Vivienda Multifamiliar;JOSANVAD;CL105A#40-75
2;Edificio;CADIZ;KR18#88-17
8;Conjunto Residencial;CONJUNTO RESIDENCIAL EL TRIUNFO DE LAS AMERICAS ETAPA I;KR71F#5A-22CJ
1;Edificio;AGUA CLARA;KR7F#147-18
1;Edificio;SAN MARINO;TV19A#103A-34
11;Conjunto Residencial;PORTAL DE PONTEVEDRA 2 ETAPA II;CL97#70C-89
2;Copropiedad;EL BOSQUE;KR7#56-33
2;Edificio;CARRERA SEGUNDA;KR2A#70-66
11;Edificio;NOVA LAS VILLAS;CL128B#58B-38
11;Edificio;BALCONES 164;CL163B#46-54
17;Edificio;CENTRAL CALLE 13;CL12B#8-23
1;Edificio;GAMA;CL126A#24A-06
11;Edificio Multifamiliar;ECLIPSI;TV35#124-08
16;Edificio;EDIFICIO PROKAT VERAGUAS PH;KR31B#4A-25
9;Edificio;ROUSSE;CL16I#96G-27
2;Edificio;VENTO;KR4E#91A-41
1;Edificio;CARINA;CL118#18B-08
11;Edificio;GRANADA;TV35#122-21
2;Edificio;GIOVANNY;CL65#4A-70
2;Edificio;BOTANIKA OTIUM;CL97#21-30
13;Edificio;ALPE D`HUEZ;KR47#58A-21
2;Edificio;SAN GERMAN;CL40C#13-43
1;Conjunto Residencial;KATARY;CL140#19-24
1;Edificio;LESCALA;TV9A#127A-45
1;Edificio;EL ROBLE 123;KR7B#123-05
1;Edificio;EDIFICIO KEOPS III;KR11#138-31
1;Edificio;SANTA BARBARA PLAZA;KR9B#117A-61
2;Edificio;PROINVE IV;CL96#17-39
12;Edificio;LUISA MARÍA;CL67B#65B-15
13;Edificio;TERRAZAS PARK WAY;AK24#39B-15ED
1;Edificio;CAMINO DEL PARQUE;KR17#104-28
2;Edificio;PARQUE PORTUGAL;KR4A#59-02
12;Edificio;TORRE RESIDENCIAL GRAUN;CL75#23-43
11;Edificio;BATAN UNO A;CL122#50A-22
1;Edificio;ARTEK 104;CL104#13A-46
8;Conjunto Residencial;LA PRIMAVERA MANZANA 20;CL2#89-36
1;Edificio;MONTE VERDE;KR8D#192-14
13;Edificio;ABEL SANCHEZ V;AK30#53-89
11;Edificio Multifamiliar;TORRES DE BUCARICA;CL106#51-02
2;Edificio;ROSALES;KR5#77-21
17;Edificio;ALTOS DE SAMAI;KR4#6D-46
11;Conjunto Residencial;RINCON DE LA FLORESTA;KR68D#99-29
2;Edificio;COSMOS 64;CL64#11-37
11;Edificio;VILLAS DEL RECREO UNO;CL125Bis#42-18
11;Edificio;MAKASSAR;KR50#138-39
13;Edificio;BABEL 1;KR27A#53A-45
1;Edificio;ALTURIA 109;KR13A#109-87
10;Edificio;BERNINI I;CL52A#74B-23
2;Edificio;LAS SIERRAS;KR7Bis#94-95
1;Edificio;PATRICIA DOS;KR9A#117A-75
19;Conjunto Residencial;TUNAL CENTRAL SUPER LOTE 3;KR22#58-26SUR
1;Edificio Multifamiliar;TORRES DE CANTABARA;KR7B#127B-52ED
2;Edificio;PARQUES DE LA 90;KR7A#90-33
1;Edificio;SAINT PATRICK;KR16#106-77
14;Edificio;OVALLE;CL10#28-12
9;Edificio;PARQUE OFIR III PROPIEDADHORIZONTAL;CL43#100-55
2;Edificio;ONE VANTAGE;CL93#15-73
14;Edificio;CHINA TOWN;CL9Bis#19A-60
1;Edificio;LOS PINOS AVENIDA 116;AC116#14A-72
1;Edificio;MONTSERRAT 109;KR13A#109-18
2;Edificio;EL TREBOL DE LA 47;KR8#47-01
2;Edificio;16 95;KR16#95-14
11;Conjunto Multifamiliar;KATIGUA;DG146#118-41
2;Edificio;IVIN 567;CL56#7-36
11;Proyecto;ZIMA;KR92#150-66
11;Conjunto;CASAS DEL NOGAL;CL152B#106B-52
2;Edificio;ELMEX;CL44#13-24
1;Edificio;SKY BLUE;KR14#147-31
1;Edificio;BALCONY 128;CL127ABis#15-51
1;Edificio;TRENDUM;CL108#14-74
1;Edificio;BOSQUE SANTA BARBARA I PH;CL123#21-77/81
11;Edificio;VALVERDE DEL CAMINO;TV34A#122-53
2;Edificio;VIRREY PARQUE 88;KR13A#88-23
11;Edificio;GOVINDA;CL106A#54-78
13;Edificio;FERNANDEZ;CL57ABis#30-08
2;Edificio;ALBERNYS;CL81#7-67
13;Edificio;ALEJANDRA;CL59#39-28
1;Edificio;RESIDENCIAL CAPRI;CL138#11B-16
2;Edificio;ALARKOS;KR2ESTE#77-77
12;Edificio;TORRE FUERTE;KR50B#64-69
6;Edificio Multifamiliar;DIAGONAL VENECIA 1;DG50SUR#54-94ED
1;Edificio;LA CITERES;TV17A#103-10
11;Edificio;SANTA CATALINA DE LA ALAMBRHA I;DG115#45-66
1;Edificio;SANIBEL;KR9A#117A-65
8;Edificio;SOLHE;KR76#1A-55
2;Edificio;LIGNAROLO;CL44#13-71
2;Edificio;SUMMUM;AC84#7-80
13;Edificio;SIETE PH;CL50#26-03
10;Edificio;TORRES DE SAN MIGUEL;DG82G#75-29
11;Edificio;TORRES DE SOAR III;KR50#102-43
1;Edificio;ANTIGUA II;KR11B#134B-46
1;Edificio;JARDINES DE UMBRIA;KR9B#134B-34
10;Edificio;BLANCO;CL70A#112C-18
8;Agrupación de Vivienda;SHALOM 1;KR81J#57C-20SUR
13;Conjunto Residencial;ALTATEUSA;CL33#18-38
2;Edificio;EDUARDO;CL80#19-10
11;Edificio;BILBAO;DG115A#70F-39
18;Edificio;CARACAS CENTRAL;KR14#34-34SUR
1;Edificio;CHICO PLAZA;KR13#101-94
2;Edificio;ALTOS DEL NOGAL 77;KR1A#77-46
13;Edificio;HOM;CL49#22-20
2;Edificio;PINAR 57 1;KR6#57-44
1;Edificio;MIRADOR ESTRELLA II;CL159#20A-06
2;Edificio;CALLE 94A;CL94A#13-34
13;Edificio;EDIFICIO GUARANI;CL40#19-06
10;Edificio Multifamiliar;RESERVA DE SANTAMARIA;CL72A#73A-80
10;Edificio;TORREDON 9;KR92A#70B-59
11;Agrupación de Vivienda;CEDRO SUBA II;CARRERA 136A # 146 -35.
2;Edificio;PARQUE 59;KR4A#59-17
11;Conjunto Residencial;CONJUNTO RESIDENCIAL QUINTAS DE SAN PEDRO PH;KR55A#188-80
3;Edificio;SAN JUAN;KR13#38-29
9;Edificio;VILLA PATRICIA;KR100#16H-56
1;Edificio;MIRADOR DE ARMONIA;CL145#17-75
2;Edificio;ION 73;KR7#73-47
8;Conjunto Residencial;GERONA DEL PORVENIR II;CL38SUR#93B-02AD
1;Edificio;WAIRA;CL127BBis#19-22
2;Edificio;COLONIAL 95;KR11A#95-58
16;Edificio;MIRADOR DE MARBELLA;CL122#40A-45
13;Edificio;REFUGIO DEL VIRREY PH;KR26#45C-67
15;Apartamentos;CAPITAL BERNA 2;KR12B#8-44SUR
1;Edificio;ENTORNO 127;KR7D#127-75
12;Edificio;TORRES DE LAS LAJAS;KR67#67F-79
11;Conjunto Residencial;PALMAS DE LA FLORA I;AK44#106B-49
16;Edificio;PULIDO;CL30SUR#51A-92
1;Edificio;ZUHE;CL146#25-42
16;Edificio;FLAMINGO;KR32A#4A-78
11;Edificio;TORRES DE TORCOROMA;TV37#123-13
2;Edificio;KUBIK VIRREY III PH;CL87#19-21
3;Edificio;EDIFICIO LAS NIEVES PROPIEDAD HORIZONTAL;KR8#19-52
2;Edificio;CENTRO DE LA 97;KR11#97-23
2;Edificio;ISSA;KR2#55-40
12;Edificio;IBIZA 67;CL67D#62-83
2;Edificio;APARTAMENTOS EL NOGAL;KR7#79-16
2;Edificio;CARIARI;KR16#94-37
1;Edificio;LECCO;KR13#134A-34
9;Conjunto;SALAMANCA RESERVADO;CL19ABis#116-31
13;Edificio;GINEBRA;DG53D#23-25
2;Edificio;ALPES DE BAVIERA;KR1#77-06
2;Edificio;PASEO DEL CHICO;KR18#91-24
2;Edificio;ARIES;CL70#7A-60
2;Edificio;EL NOGAL;CL75#8-77
3;Edificio;TEMPO 61;CL61#3A-46
11;Conjunto Residencial;CONJUNTO RESIDENCIAL VENTURA PROPIEDAD HORIZONTAL;KR100#138A-06
14;Edificio;ALPES;KR20#23-25
14;Edificio;RESERVA DE SANTA ISABEL;KR28#1F-12ED
14;Edificio;ELEVA;KR29#11-89
16;Edificio;EL SAUCE;KR34#4-47
1;Conjunto;ALTOS DE SANTA ANA;CL110#2-31ESTE
2;Edificio;RINCON DEL COUNTRY;KR19#85-94
1;Edificio;ALTOS DE CADAQUES;KR17A#105-22
2;Edificio;ECO DE LA SIERRA;KR19B#92-22
1;Conjunto;EL REDIL SUPERMANZANA CINCO (5) DE LA AGRUPACIÓN DE VIVIENDA EL REDIL;CL174#7A-80
14;Copropiedad;TORRES DE VICINO;CL12#25A-12
1;Conjunto Residencial;PUEBLITO SANTAFEREÑO;CL127BBis#21-71
1;Edificio;AGRUPACION DE VIVIENDA TORRES DEL COUNTRY;AV19#131-04
9;Agrupación de Vivienda;MULTIFAMILIAR RINCON DE MODELIA;KR73B#22B-22
2;Edificio;CAMINO DEL PARQUE;KR19#86A-55
13;Edificio;TUNAHI;CL53#21-55
10;Edificio Multifamiliar;NORMANDIA PARK 2;KR71#54-64
2;Edificio;PLAZA COUNTRY II;KR18#85-84
11;Urbanización;CAMINOS DE ESPÉRANZA ETAPA IV SUPER LOTE UNO;DG147#141A-50
11;Urbanización;CAMINOS DE ESPERANZA ETAPA IV SUPER LOTE CUATRO;DG147#141A-42
11;Edificio;EL TREBOL;TV41#107-60
10;Edificio;BELENOS II;KR73#75A-70
1;Edificio;CERESOLE GS2 PROPIEDAD HORIZONTAL;AC116#18-96
2;Edificio;COMPAC II;KR6#51-20
11;Conjunto Residencial;NATURA LIVING;KR74#152B-70
2;Conjunto Residencial;ROSAL RESERVADO;TV1ESTE#54A-04
2;Edificio;EGO BOX M35;KR19#86A-78
10;Edificio;AVANTI LOFT;CL52#70-08
2;Edificio;SAN JORGE;TV9#55-08
2;Edificio;EL CORAL II;KR7#84C-30
13;Edificio Multifamiliar;KARINA II;CL55#35-08
1;Edificio;KIUNA;CL106#22-28
13;Edificio;DOMUS UNO;KR25#40-34
1;Edificio;MONTEROSSO PH;KR7B#127A-57
2;Edificio;PASCUAL DEL VECCHIO;KR18#84-85
2;Edificio;PRIMAVERA;KR13#74-53
2;Edificio;STRATEGIC 97;CL97A#9-45
11;Edificio;NITEROI;CL128ABis#58A-21
9;Urbanización;BALEARES SECTOR II PRIMERA ETAPA MANZANA 66 INTERIORES 123;KR86#32-39
11;Edificio;ALCALA;KR46#123-61
11;Urbanización;CAMINOS DE ESPERANZA ETAPA IV SUPER LOTE 2;DG150#141A-85
13;Edificio;SOHO 54 A;CL54A#14-45
10;Multifamiliar;EL CORTIJO SUPERMANZANA E;KR116A#81-84
1;Edificio;PUERTA DE ALCALA;KR20#137-03
11;Edificio;MAVA103;KR64#103C-7583
5;Conjunto Residencial;ALTAVISTA DEL PORTAL PH;CL67BSUR#13-60
1;Edificio;ATRIUM 142;KR20#142-48
11;Edificio;ANDES RESERVADO CALLE 100;KR63#100-37
11;Edificio;BALCONES DEL PARQUE;KR54#107-13
13;Edificio;ATHENAS;AC28#17-72
2;Edificio;CALDAS;KR13#57-35
13;Edificio;LA SABANA;CL55Bis#16-25
13;Edificio;RESIDENTE 3;TV28B#36-61
2;Edificio;VINOTINTO;KR4#60A-34
2;Edificio;SANTA CATALINA;TV19A#96-08
1;Edificio;CEDRO GOLF BLOQUE 1;KR18#151-03
13;Edificio;FLOR AMARILLO 57;CL57#36A-69
2;Edificio;BYGO;KR16#86B-71
2;Edificio;EL VELERO;KR11#66-34
3;Edificio;LA ARBOLEDA;KR7#32-93
11;Edificio;EL PRADO;CL101#70G-47
1;Edificio;SAINT MORITZ;KR10A#127A-45
2;Edificio;LAURENS;CL95#17-56
17;Edificio;OJEDA;KR3#15-76
8;Edificio;EDIFICIO FLORALIA;CL30ASUR#68D-05
12;Edificio;72 25 LIVING;KR25#72-29
1;Edificio;SANTA BARBARA ALTA;TV2#114A-25
13;Edificio;SOLARING;KR44C#22-48
7;Proyecto;NUEVO RECREO ETAPA 1;CL73SUR#92-85
1;Edificio;LOS ABEDULES;KR17A#125-15
3;Edificio;URBINO APARTAMENTOS;KR3#1B-56
5;Proyecto;USME 1 PH;DG99SUR#9-39
11;Agrupación Residencial;TEJARES DEL NORTE IV;CL185#45-60
11;Edificio;SAN GLORI;TV33#123-75
9;Edificio;HYNTIBA 22 VIVIENDA MULTIFAMILIAR;AC22#96C-33
2;Edificio;NOGAL PLAZA;CL77#10-70
1;Edificio;EL PORTICO III;CL127BBis#20-60
1;Edificio Residencial;PRADOS DE SANTA BARBARA;KR18C#118-76
1;Edificio;ARAXA;CL135#17-37
2;Edificio;SOLAR DEL VIRREY;KR16#85-47
2;Edificio;HORUS;CL64#4-50
17;Edificio;BOLSA PH;CL12C#8-79
1;Edificio;MORUS;CL127A#13A-21
12;Edificio;MANZANA 3;AK30#63D-45
2;Edificio;CONDOR I;KR15#73-32
1;Edificio;KAROL;KR14A#127A-71
1;Edificio;ALAMEDA DE CEDRITOS;CL145A#19-77
9;Conjunto Residencial;PUERTO BAHIA;CL23#68-50
11;Edificio;VASILY122;CL122#48-20
1;Edificio;TORREON DEL CHICO;CL101A#11B-28
8;Conjunto Residencial;ARBOLEDA DE SAN GABRIEL;CL3SUR#70-25
11;Edificio;EL TERRADO;TV38#106-77MZ2
1;Edificio;SANTA BARBARA;CL116#13-21
13;Edificio Multifamiliar;VIURE 61;DG61B#17-75
1;Edificio;LINA PAOLA;KR13#117-45
11;Edificio;ABABOL;CL118#51-13
2;Edificio;ALCAZAR II;CL64#5-12
1;Edificio;LISBOA REAL;KR10B#134A-21
13;Edificio;LOFT 51 CLARA ISABEL;KR26#50-47
1;Edificio;CLERMONT;AK45#108A-20
11;Conjunto Residencial;BOSQUE DE LA BRITALIA;KR56#167-66
16;Proyecto;CENTRIK VIEW  PRIMERA ETAPA;KR38#14-11
12;Edificio;LA AURORA;KR27#70-54ED
2;Edificio;CYNTRA;KR6#80-05
1;Edificio;IGUAZU;CL128#18-10
1;Edificio Multifamiliar;CALLE 136;TV31#135-30
2;Edificio;QUARTA A;KR4A#67-30
1;Edificio;AGUA CLARA 114;CL114A#15B-39
17;Edificio;CASA TAPIADA;KR4#9-66
1;Edificio;ARIA 145;CL145#7D-35
10;Edificio Multifamiliar;NORMANDIA III;KR72#52B-06
2;Edificio;8712;CL87#12-70
11;Agrupación de Vivienda;LAS NAVETAS IV;CL147C#100-53
2;Edificio;ALTOS DE GRANADA;KR2B#66-09
2;Edificio;TORRE 91;KR13#91-10
10;Edificio;ORION CALLE 80;AC80#70C-39
2;Edificio;SINSUCA;KR9#62-2224
13;Edificio Multifamiliar;TORRES DE MALAGA II;KR40#25-59
2;Conjunto Residencial;MACLER 4;CL46#13-56
2;Edificio;EL BOSQUE;KR1ESTE#70A-75
13;Edificio;MANDY;DG53#37A-66
2;Edificio;EL RINCON DE LA CABRERA;KR9#89-40
2;Edificio;SANTA CLARA 4;KR7A#97-07
1;Edificio;TORRES DE KANNA VII;CL115#11A-54
14;Conjunto Residencial;TERRAZAS DE SAN FASÓN;KR19A#16-26
12;Edificio;ANANDA 73;KR63#73-11
10;Copropiedad;ACANTO PARQUE RESIDENCIAL;CL70A#96-28
11;Edificio;EL CEDRO;KR50#106-78
2;Edificio;LA SELVA;CL64#5-29
11;Edificio;ARCOIRIS PASADENA I;KR49#103B-05
10;Edificio Multifamiliar;LOS ÁNGELES;CL72A#87-38
2;Edificio;GUILLERMO RINCON;CL48A#6-05
13;Casas;PALERMO DIAGONAL 48;DG48#19-09
1;Edificio Multifamiliar;RIGUEZ PROPIEDAD HORIZONTAL;KR21#106B-26
2;Edificio;PARQUE LA SALLE;KR5#61-11
2;Edificio;VIRREY CALLE 86;KR16A#86A-18
11;Conjunto Residencial;COLINAS DE CANTABRIA I ETAPA -PH;KR58C#152B-66
11;Conjunto;LA SERRANILLA;KR61#128A-41
2;Edificio;LOS PINOS;KR16A#75-81
1;Apartamentos;EDIFICIO CARDENAL VIII;KR18A#142-45
13;Copropiedad;Calle 39 PH;KR18A#39-78
2;Edificio;TORRES DE ADAR;CL64#1-27
13;Edificio;MASADA;CL22A#47A-30
2;Edificio;CALLE CUARENTA Y SIETE;CL47#5-29
11;Conjunto Residencial;CERROS DE GRATAMIRA;AC138#60-75
3;Edificio;SANTANDER;KR9#15-93ED
7;Conjunto Casas;VILLA KAREN I;CL54CSUR#98-51
11;Agrupación de Vivienda;GRANADA NORTE ETAPA II;KR51#167-56
2;Edificio;LOS ALPES;CL95#11-54
9;Edificio;BORNEO;CL19A#96C-79
9;Edificio;ATENAS;AK97#20B-38
11;Edificio;MARIA PAULA II;KR50#123A-19
1;Edificio;ATABI;AV15#119-86
1;Edificio;JORGE BARON TV TORRE B;AK15#124-17
1;Edificio;ESTRELLA DEL NORTE;CL160A#17-16
13;Edificio;SAN LUIS;KR21#58-41
2;Edificio;CALLE 94 A;CL94A#13-72
11;Proyecto;TORRES DEL JORDAN;CL128#88B-10
7;Conjunto Residencial;PORVENIR RESERVADO CASAS II;CL50SUR#97C-23
13;Edificio;AVANZZA PARQUE CENTRAL;KR33#25A-55
1;Edificio;HORIZONTES DE LA CALLEJA;CL128B#18-79
11;Conjunto Residencial;QUINTANILLA DE LA FLORA;TV47#104-60
9;Conjunto Residencial;URBANIA BIO;KR130#22-39
13;Edificio;MAC;KR19#45-34
13;Edificio;ROZO RINCON;DG40A#14-57
9;Edificio;ALBORADA 1;KR77B#43A-04
8;Agrupación de Vivienda;NAVARRA;KR73B#6B-25
13;Edificio;FANNY;KR25#45-12
1;Edificio;LA ESTACION;CL142#22-97EDADEN
13;Edificio;LOS ANGELES;KR26#45A-31
9;Edificio;ICONO;CL20#97-46
19;Edificio;MULTIFAMILIAR MANZANA 94 LOTE 1;CL58A#66-69SUR
11;Conjunto;PRADOS DE SOTAVENTO ETAPA 1;CL163#54-15
1;Edificio;PLAZA DE NAVARRA;CL109#19-51
11;Edificio;SAN MARCOS;KR59A#130A-54
11;Conjunto Residencial;VILLAS DE HATOCHICO IV PH;KR136A#151B-52
7;Conjunto Residencial;CONJUNTO CONDADOS DEL PORVENIR;CL54FSUR#93C-45
13;Edificio;PARKWAY 4128;AK22#41-28
8;Conjunto;SANTA CATALINA CLUB HOUSE;CL10#81A-02
